english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,mp3_url,topic,topic_url
move up,v.,"Tiến lên, thăng tiến",/muːv ʌp /,"To advance, improve position","In order to move up in the company, employees had to demonstrate their loyalty.","Nhằm để thăng tiến trong công ty, các nhân viên phải biểu lộ lòng trung thành của họ.",https://audio.tflat.vn/data/cache/images/300x225/m/o/move_up1.png,https://audio.tflat.vn/audio/m/o/move_up.mp3,Property & Departments,https://tienganhtflat.com/blog/toeic-words-property-departments
open to,adj.,"Gánh chịu, bị ",/ˈəʊpən tə /,,"Since the junior executive was still on probation, he was open to much scrutiny and criticism.","Bởi vì người nhân viên điều hành cấp thấp vẫn còn trong thời gian tập sự, anh hay bị săm soi và chỉ trích.",https://audio.tflat.vn/data/cache/images/300x225/o/p/open_to1.png,https://audio.tflat.vn/audio/o/p/open_to.mp3,Property & Departments,https://tienganhtflat.com/blog/toeic-words-property-departments
opt,v.,"Chọn, chọn lựa; quyết định",/ɔpt/,"To choose, to decide on",The operations manager opted for the less expensive office design.,Trưởng phòng tác nghiệp đã chọn bản thiết kế văn phòng ít tốn kém.,https://audio.tflat.vn/data/cache/images/300x225/o/p/opt1.png,https://audio.tflat.vn/audio/o/p/opt.mp3,Property & Departments,https://tienganhtflat.com/blog/toeic-words-property-departments
scrutiny,n., xem xét/kiểm tra kỹ lưỡng,/kiểm tra kỹ lưỡng /'skru:tini/,Careful and thorough examination,Jim left his old job because he found it difficult to work under the close scrutiny of his boss.,Jim đã rời bỏ công việc cũ vì anh thấy khó làm việc dưới sự săm sõi kỹ lưỡng của sếp.,https://audio.tflat.vn/data/cache/images/300x225/s/c/scrutiny2.png,https://audio.tflat.vn/audio/s/c/scrutiny.mp3,Property & Departments,https://tienganhtflat.com/blog/toeic-words-property-departments
address,v.,"Nhằm vào, trình bày",/ə'dres/,A formal speech that is made in front of an audience,Marco's business plan addresses the needs of small business owners.,Kế hoạch kinh doanh của Marco nhằm vào nhu cầu của những chủ doanh nghiệp nhỏ.,https://audio.tflat.vn/data/images_example/300x225/m/a/marcos_bus_ex1_56248cf37f8b9af80c011d69.jpg,https://audio.tflat.vn/audio/a/d/address.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
avoid,v.,"Tránh, tránh khỏi; hủy bỏ, bác bỏ",/ə'vɔid/,To prevent something bad from happening,"To avoid going out of business, owners should prepare a proper business plan.","Nhằm tránh lụn bại việc làm ăn, những người chủ nên chuẩn bị một kế hoạch kinh doanh phù hợp.",https://audio.tflat.vn/data/cache/images/300x225/a/v/avoid1.png,https://audio.tflat.vn/audio/a/v/avoid.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
demonstrate,v.,"Bày tỏ, biểu lộ, cho thấy; chứng minh, giải thích",/'demənstreit/,To show something clearly by giving proof or evidence,Let me demonstrate to you some of the difficulties we are facing.,Hãy để tôi trình bày cho bạn một số khó khăn mà chúng ta đang phải đối mặt.,https://audio.tflat.vn/data/cache/images/300x225/d/e/demonstrate.jpg,https://audio.tflat.vn/audio/d/e/demonstrate.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
develop,v.,Phát triển,/di'veləp/,"To gradually grow or become bigger, more advanced",This job can give you an opportunity to develop new skills.,Công việc này có thể cho bạn cơ hội phát triển các kỹ năng mới.,https://audio.tflat.vn/data/cache/images/300x225/d/e/develop1.jpg,https://audio.tflat.vn/audio/d/e/develop.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
evaluate,v.,"Đánh giá, định giá; ước lượng",/i'væljueit/,"To form an opinion of amount, value or quality of something",It's important to evaluate your competition when making a business plan.,Đánh giá sức cạnh tranh của bạn là việc quan trọng khi lập một kế hoạch kinh doanh.,https://audio.tflat.vn/data/cache/images/300x225/e/v/evaluate1.png,https://audio.tflat.vn/audio/e/v/evaluate.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
gather,v.,"Tập hợp, tụ thập, thu thập; kết luận, suy ra",/'gæðə/,"To come together, or bring people together",We gathered information for our plan from many sources.,Chúng tôi thu thập thông tin cho bản kế hoạch của mình từ nhiều nguồn.,https://audio.tflat.vn/data/cache/images/300x225/g/a/gather1.jpg,https://audio.tflat.vn/audio/g/a/gather.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
offer,n.,"Đề xuất, đề nghị, chào mời, chào hàng",/'ɔfə/,To say that you are willing to do something for somebody,Devon accepted our offer to write the business plan.,Devon đã chuấp thuận đề nghị của chúng tôi để viết một bản kế hoạch kinh doanh.,https://audio.tflat.vn/data/cache/images/300x225/o/f/offer1.png,https://audio.tflat.vn/audio/o/f/offer.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
primarily,adv.,"Trước hết, đầu tiên; chính, chủ yếu, quan trọng nhất",/'praimərili/,Mainly,The developers are thinking primarily of how to enter the South American market.,Những nhà phát triển quan tâm nhất đến việc làm sao để xâm nhập thị trường Nam Mỹ.,https://audio.tflat.vn/data/cache/images/300x225/p/r/primarily1.jpg,https://audio.tflat.vn/audio/p/r/primarily.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
risk,n.,"Nguy cơ, sự nguy hiểm, sự rủi ro",/rɪsk/,The possibility of something bad happening at some time in the future,The primary risk for most start-up businesses is insufficient capital.,Nguy cơ lớn nhất đối với hầu hết các cuộc khởi nghiệp là thiếu vốn.,https://audio.tflat.vn/data/cache/images/300x225/r/i/risk1.png,https://audio.tflat.vn/audio/r/i/risk.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
strategy,n.,"Chiến lược, sự vạch kế hoạch hành động",/ˈstrætədʒi/,A plan that is intended to achieve a particular purpose,A business plan is a strategy for running a business and avoiding problems.,Một kế hoạch kinh doanh là một chiến lược để vận hành công việc và tránh các rắc rối.,https://audio.tflat.vn/data/cache/images/300x225/s/t/strategy1.jpg,https://audio.tflat.vn/audio/s/t/strategy.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
strong,adj.,"Khỏe, mạnh, tốt, bền, kiên cố; đanh thép, kiên quyết; sôi nổi, nhiệt tình...",/strɔɳ/,Having a lot of physical power,That boy is very strong.,Cậu bé đó là rất mạnh mẽ.,https://audio.tflat.vn/data/cache/images/300x225/s/t/strong1.jpg,https://audio.tflat.vn/audio/s/t/strong.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
substitution,n.,"Sự đổi, sự thay thế","/,sʌbsti'tju:ʃn/",To take the place of somebody / something else,Your substitution of fake names for real ones makes the document seem insincere.,Việc anh lấy tên giả thay cho tên thật khiến cho tài liệu có vẻ như không thành thật.,https://audio.tflat.vn/data/cache/images/300x225/s/u/substitution.jpg,https://audio.tflat.vn/audio/s/u/substitution.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning
movie,n.,"Phim, điện ảnh",/'mu:vi/,,I like watching movies very much.,Tôi thích xem phim rất nhiều.,https://audio.tflat.vn/data/cache/images/300x225/m/o/movie2.jpg,https://audio.tflat.vn/audio/m/o/movie.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
attainment,n.,"Sự đạt được, thành tựu",/ə'teinmənt/,Something that you achieved,The attainment of his ambitions was still a dream.,Việc đạt được những tham vọng của ông vẫn còn là một giấc mơ.,https://audio.tflat.vn/data/cache/images/300x225/a/t/attainment1.png,https://audio.tflat.vn/audio/a/t/attainment.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
combine,v.,"Kết hợp, phối hợp",/'kɔmbain/,To come together to form a single thing or group,The director combined two previously separate visual techniques.,Đạo diễn đã kết hợp 2 kỹ xảo hình ảnh riêng biệt trước đây lại với nhau.,https://audio.tflat.vn/data/cache/images/300x225/c/o/combine1.png,https://audio.tflat.vn/audio/c/o/combine.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
continue,v.,"Tiếp tục, duy trì",/kənˈtɪnjuː/,Happening without stopping,He continued to ignore everything I was saying.,Anh ta tiếp tục bỏ qua tất cả những gì tôi nói.,https://audio.tflat.vn/data/images_example/300x225/h/e/he_continu_ex1_56248cef7f8b9af60c1430bb.jpg,https://audio.tflat.vn/audio/c/o/continue.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
description,n.,"‹sự› diễn tả, mô tả; diện mạo, hình dạng",/dis'kripʃn/,A piece of writing or speech that says what someone or something is like; the act of writing or saying in words what someone or something is like,This is the description of our new house.,Đây là mô tả của ngôi nhà mới của chúng tôi.,https://audio.tflat.vn/data/cache/images/300x225/d/e/description2.jpg,https://audio.tflat.vn/audio/d/e/description.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
disperse,v.,"Giải tán, tan tác",/dis'pə:s/,To move apart and go away in different directions,Police dispersed the protesters with tear gas.,Cảnh sát giải tán người biểu tình bằng hơi cay.,https://audio.tflat.vn/data/images_example/300x225/p/o/police_dis_ex1_56248d167f8b9a040dc661ec.jpg,https://audio.tflat.vn/audio/d/i/disperse.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
entertainment,n.,"‹sự› giải trí, tiêu khiển","/,entə'teinmənt/","Movies, music, etc. used to entertain people",There was not entertainment for children of guests at the hotel.,Không có trò giải trí nào cho những vị khách trẻ em ở khách sạn.,https://audio.tflat.vn/data/cache/images/300x225/e/n/entertainment2.jpg,https://audio.tflat.vn/audio/e/n/entertainment.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
influence,v.,Ảnh hưởng ,/ˈɪnfluəns/,,My father was the biggest influence on my character.,Bố tôi là người ảnh hưởng lớn nhất tới tính cách tôi.,https://audio.tflat.vn/data/cache/images/300x225/i/n/influence-v1.jpg,https://audio.tflat.vn/audio/i/n/influence-v.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
range,n.,Phạm vi,/reɪndʒ/,A variety of things of a particular type,The range of the director's vision is impressive.,Tầm nhìn của đạo diễn là đầy ấn tượng.,https://audio.tflat.vn/data/cache/images/300x225/r/a/range1.png,https://audio.tflat.vn/audio/r/a/range.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
release,v.,Phát hành,/rɪˈliːs/,To let someone or something come out of a place where they have been kept,She is trying to release her album as planned.,Cô ấy đang cố gắng để phát hành đĩa nhạc của mình như đã dự định.,https://audio.tflat.vn/data/images_example/300x225/s/h/she_is_try_ex1_56248d0b7f8b9a000de3cfa9.jpg,https://audio.tflat.vn/audio/r/e/release.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
representation,n.,"Đại diện, sự diễn tả","/,reprizen'teiʃn/",The act of presenting someone or something in a particular way,The film's representation of world poverty through the character of the hungry child was quite moving.,Sự diễn tả của bộ phim về thế giới bần cùng thông qua nhân vật đứa trẻ đói khát thì khá là thương tâm.,https://audio.tflat.vn/data/cache/images/300x225/r/e/representation.jpg,https://audio.tflat.vn/audio/r/e/representation.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
separately,adv.,Một cách riêng biệt,/'seprətli/,As a separate person or thing; not together,The theater was very crowded so we had to sit separately.,Rạp hát rất đông nên chúng tôi phải ngồi riêng rẽ.,https://audio.tflat.vn/data/cache/images/300x225/s/e/separately1.png,https://audio.tflat.vn/audio/s/e/separately.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
successive,adj.,"Kế tiếp, liên tiếp",/sək'sesiv/,Following immediately one after the other,This was their fourth successive win.,Đây là chiến thắng thứ tư liên tiếp của họ.,https://audio.tflat.vn/data/images_example/300x225/t/h/this_was_t_ex1_56248d167f8b9a040dc661fc.jpg,https://audio.tflat.vn/audio/s/u/successive.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies
accept,v.,"Nhận, chấp nhận",/ək'sept/,"To say “yes” to an offer, invitation, etc.","She accepts the gift with a big smile, and thanks her boyfriend several times.",Cô ấy chấp nhận món quà với nụ cười lớn và cảm ơn bạn trai nhiều lần. ,https://audio.tflat.vn/data/cache/images/300x225/a/c/accept1.png,https://audio.tflat.vn/audio/a/c/accept.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
balance,v.,Quyết toán,/'bæləns/,To show that in an account the total money spent is equal to the total money received,It took him over an hour to balance his checkbook.,Nó lấy mất của anh hơn một tiếng đồng hồ để quyết toán tập chi phiếu.,https://audio.tflat.vn/data/cache/images/300x225/b/a/balance1.png,https://audio.tflat.vn/audio/b/a/balance.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
borrow,v.,"Mượn, vay",/'bɔrou/,"To take and use something that belongs to someone else, and return it to them at a later time",Can I borrow your mobile phone for a while? I have lost mine on the train.,Bạn có thể cho tôi mượn điện thoại một chút được không? Tôi vừa đánh mất điện thoại trên tàu.,https://audio.tflat.vn/data/cache/images/300x225/b/o/borrow1.png,https://audio.tflat.vn/audio/b/o/borrow.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
cautiously,adv.,"‹một cách› thận trọng, cẩn thận",/ˈkɔːʃəsli/,Being careful about what you say or do,Act cautiously when signing contracts and read them thoroughly first.,Hành động thận trọng khi ký các hợp đồng và trước hết hãy đọc chúng kỹ lưỡng.,https://audio.tflat.vn/data/cache/images/300x225/c/a/cautiously1.png,https://audio.tflat.vn/audio/c/a/cautiously.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
deduct,v.,"Lấy đi, trừ đi, khấu trừ",/di'dʌkt/,"To take away money, points, etc., from a total amount","By deducting the monthly fee from her checking account, Yi was able to make her account balance.","Do việc khấu trừ tiền thù lao hàng tháng vào tài khoản vãng lai, Yi đã có thể thực hiện cân bằng thu chi tài khoản của mình.",https://audio.tflat.vn/data/cache/images/300x225/d/e/deduct1.png,https://audio.tflat.vn/audio/d/e/deduct.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
dividend,n.,"Tiền lãi cổ phần, tiền được cuộc, cái bị chia, số bị chia (toán)",/'dividend/,An amount of the profits that a company pays to people who own shares in the company,The dividend was calculated and distributed to the group.,Cổ tức được tính toán và phân bổ theo nhóm.,https://audio.tflat.vn/data/cache/images/300x225/d/i/dividend1.png,https://audio.tflat.vn/audio/d/i/dividend.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
down payment,n.,Phần tiền trả trước ban đầu,/daʊn ˈpeɪmənt/,An initial partial payment,"By making a large down payment, the couple saved a great deal in mortgage interest.","Bằng việc trả trước một phần lớn, đôi vợ chồng tiết kiệm được một khoản lãi cầm cố cao.",https://audio.tflat.vn/data/cache/images/300x225/d/o/down_payment1.png,https://audio.tflat.vn/audio/d/o/down_payment.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
mortgage,v.,"Cấm cố, thế chấp",/ˈmɔːɡɪdʒ/,"To give a bank, etc. the legal right to own your house, land, etc. if you do not pay the money back that you have borrowed from the bank to buy the house or land",Hiram mortgaged his home to get extra money to invest in his business.,Hiram thế chấp nhà mình để nhận một khoản tiền phụ thêm để đầu tư cho công việc.,https://audio.tflat.vn/data/cache/images/300x225/m/o/mortgage1.png,https://audio.tflat.vn/audio/m/o/mortgage.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
restricted,adj.,"Bị hạn chế, bị giới hạn",/ris'triktid/,Limited or small in size or amount,Access to the safe deposit box vault is restricted to key holders.,Việc vào hầm két bạc được hạn chế trong những người giữ chìa khóa.,https://audio.tflat.vn/data/cache/images/300x225/r/e/restricted1.png,https://audio.tflat.vn/audio/r/e/restricted.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
signature,n.,"Chữ ký, ký hiệu, dấu hiệu",/'signitʃə/,"Your name as you usually write it, for example at the end of a letter",The customer's signature was kept on file for identification purposes.,Chữ ký của khách hàng được lưu trên file nhằm mục đích nhận dạng.,https://audio.tflat.vn/data/cache/images/300x225/s/i/signature1.jpg,https://audio.tflat.vn/audio/s/i/signature.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
take out,v.,Rút (tiền),/N/A/,Remove,When can I take money out of bank?,Khi nào tôi có thể rút tiền khỏi ngân hàng,https://audio.tflat.vn/data/cache/images/300x225/t/a/take_out1.jpg,https://audio.tflat.vn/audio/t/a/take_out.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
transaction,n.,"Sự giao dịch, công việc kinh doanh",/træn'zækʃn/,"A piece of business that is done between people, especially an act of buying or selling",Banking transaction will appear on your monthly statement.,Giao dịch ngân hàng sẽ xuất hiện trong thông báo tài khoản ngân hàng mỗi tháng.,https://audio.tflat.vn/data/cache/images/300x225/t/r/transaction1.jpg,https://audio.tflat.vn/audio/t/r/transaction.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking
assemble,v.,"Thu thập, tập hợp, lắp ráp",/ə'sembl/,To bring people or things together as a group,All the students were asked to assemble in the main hall.,Tất cả các sinh viên được yêu cầu tập hợp ở hội trường chính.,https://audio.tflat.vn/data/cache/images/300x225/a/s/assemble1.png,https://audio.tflat.vn/audio/a/s/assemble.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
beforehand,adv.,"Có sẵn, trước",/bi'fɔ:hænd/,Earlier; before something else happens,"To speed up the mailing, we should prepare the labels beforehand.","Để tăng tốc gửi thư, chúng ta nên chuẩn bị nhãn trước.",https://audio.tflat.vn/data/cache/images/300x225/b/e/beforehand1.jpg,https://audio.tflat.vn/audio/b/e/beforehand.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
complication,n.,"Sự phức tạp, sự rắc rối",/ˌkɑːmplɪˈkeɪʃn/,A complex combination of elements or things.,She will have to spend two more days in the hospital due to complications during the surgery.,Cô sẽ phải mất hai ngày nữa trong bệnh viện do biến chứng trong khi phẫu thuật.,https://audio.tflat.vn/data/cache/images/300x225/c/o/complication.jpg,https://audio.tflat.vn/audio/c/o/complication.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
courier,n.,"Người đưa thư, người chuyển phát",/'kuriə/,A person or company whose job is to take packages or papers somewhere,We hired a courier to deliver the package.,Chúng tôi đã thuê một người đưa thư để phân phát các kiện hàng.,https://audio.tflat.vn/data/cache/images/300x225/c/o/courier1.png,https://audio.tflat.vn/audio/c/o/courier.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
express,adj.,"Nhanh, hỏa tốc, tốc hành.",/iks'pres/,Fast and direct,"It's important that this document be there tomorrow, so please send it express mail.","Việc tài liệu này phải có ở chổ ngày mai vì nó rất quan trọng, do đó nên hãy gửi thư chuyển phát nhanh.",https://audio.tflat.vn/data/cache/images/300x225/e/x/express1.png,https://audio.tflat.vn/audio/e/x/express.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
fold,v.,"Gập, gấp",/fould/,"To bend something, especially paper or cloth",You should fold the omelette in half.,Bạn nên gập trứng rán làm đôi.,https://audio.tflat.vn/data/images_example/300x225/y/o/you_should_ex1_56248d157f8b9a040dc65e74.jpg,https://audio.tflat.vn/audio/f/o/fold.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
layout,n.,Sự bố trí trang giấy,/ˈleɪaʊt/,"The way in which the parts of something such as the page of a book, a garden or a building are arranged",There is no single correct layout for business letters.,Trong thư thương mại thì không có bổ cục nào là chuẩn hoàn toàn hết cả.,https://audio.tflat.vn/data/cache/images/300x225/l/a/layout1.png,https://audio.tflat.vn/audio/l/a/layout.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
mention,v.,"Nói đến, đề cập đếm, đề xuất",/'menʃn/,An act of refering to somebody / something in speech or writing,You should mention in the letter that we can arrange for mailing the brochures as well as printing them.,Anh nên đề cập trong thư rằng chúng ta có thể thu xếp gửi (thư) tờ bướm cũng như là in ấn chúng.,https://audio.tflat.vn/data/cache/images/300x225/m/e/mention1.jpg,https://audio.tflat.vn/audio/m/e/mention.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
petition,n.," đơn kiến nghị, đơn thỉnh cầu",,A written document signed by a large people that asks somebody to change something,The petition was photocopied and distributed to workers who will collect the neccessary signatures,Đơn kiến nghị được photocopy và phân phát đến những công nhân nào sẽ thu thập chữ ký cần thiết.,https://audio.tflat.vn/data/cache/images/300x225/p/e/petition-n1.jpg,https://audio.tflat.vn/audio/p/e/petition-n.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
proof,n.,"Bằng chứng, chứng cớ",/proof/,"Information, documents, etc. that show something is true",These results are a further proof of his ability.,Những kết quả này là một bằng chứng nữa về khả năng của ông.,https://audio.tflat.vn/data/cache/images/300x225/p/r/proof1.png,https://audio.tflat.vn/audio/p/r/proof.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
register,v.,Đăng ký,/'redʤistə/,To record somebody / something name on a list,You can register this mail for an additional $2.2.,Anh ấy có thể gửi đảm bảo thư này với một khoản 2.2 đô-la phí bổ sung.,https://audio.tflat.vn/data/cache/images/300x225/r/e/register1.jpg,https://audio.tflat.vn/audio/r/e/register.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
revise,v.,"Đọc lại, xem lại, duyệt lại, sửa lại (bản in thử, đạo luật...)",/ri'vaiz/,"To change something, such as a book or an estimate to correct or improve it",The brochure was revised several times before it was sent to the printer.,Tờ bướm được duyệt lại vài lần trước khi nó được gửi đi in.,https://audio.tflat.vn/data/cache/images/300x225/r/e/revise1.png,https://audio.tflat.vn/audio/r/e/revise.mp3,Correspondence,https://tienganhtflat.com/blog/toeic-words-correspondence
adjustment,n.,"Điều chỉnh, chỉnh lý",/ə'dʤʌstmənt/,A small change made to something in order to correct or improve it,I've made a few adjustments to the design.,Tôi đã thực hiện một vài điều chỉnh để thiết kế.,https://audio.tflat.vn/data/cache/images/300x225/a/d/adjustment1.png,https://audio.tflat.vn/audio/a/d/adjustment.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
automatically,adv.,‹một cách› tự động,/ˌɔːtəˈmætɪkli/,Having controls that work without needing a person to operate them,The door opens automatically.,Cửa mở một cách tự động.,https://audio.tflat.vn/data/cache/images/300x225/a/u/automatically1.jpg,https://audio.tflat.vn/audio/a/u/automatically.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
crucial,adj.,"Cốt yếu, chủ yếu, có tính quyết định",/'kru:ʃjəl/,"Extremely important, because it will affect other things",Inventory is a crucial process and must be taken seriously by all staff.,Kiểm kê là một quá trình cốt yếu và phải được thực hiện nghiêm túc bởi mọi nhân viên.,https://audio.tflat.vn/data/cache/images/300x225/c/r/crucial1.png,https://audio.tflat.vn/audio/c/r/crucial.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
discrepancy,n.,"‹sự› khác nhau, trái ngược nhau",/dis'krepənsi/,A difference between two or more things that should be the same,We easily explained the discrepancy between the two destiny.,Chúng tôi dễ dàng giải thích sự khác nhau giữa 2 số phận. ,https://audio.tflat.vn/data/cache/images/300x225/d/i/discrepancy1.jpg,https://audio.tflat.vn/audio/d/i/discrepancy.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
disturb,v.,"Quấy rầy, làm phiền",/dis'tə:b/,To interrupt somebody when they are trying to work,Let's see how many products we can count in advance of inventory so we disturb fewer customers.,Hãy xem có bao nhiêu sản phẩm chúng ta có thể đếm trước khi kiểm kê để cho chúng ta làm phiền khách hàng ít hơn.,https://audio.tflat.vn/data/cache/images/300x225/d/i/disturb1.png,https://audio.tflat.vn/audio/d/i/disturb.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
liability,n.,"Nguy cơ, điều gây khó khăn trở ngại","/,laiə'biliti/",The state of being legally responsible for something,The slippery steps were a terrible liability for the store.,Những bậc thềm trơn trượt là một nguy cơ tệ hại cho cửa hàng.,https://audio.tflat.vn/data/cache/images/300x225/l/i/liability1.png,https://audio.tflat.vn/audio/l/i/liability.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
reflection,n.,"‹sự› phản chiếu, phản xạ, hình ảnh",/rɪˈflekʃn/,A sign that shows the state or nature of something,She saw her reflection in the mirror.,Cô ấy nhìn ảnh của mình ở trong gương.,https://audio.tflat.vn/data/cache/images/300x225/r/e/reflection2.jpg,https://audio.tflat.vn/audio/r/e/reflection.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
run,v.,"Chạy, vận hành",/rʌn/,To operate or function,"As long as the computer is running, you can keep adding new data.","Trong khi máy tính đang chạy, bạn có thể thực hiện việc bổ sung thêm dữ liệu mới.",https://audio.tflat.vn/data/cache/images/300x225/r/u/run1.png,https://audio.tflat.vn/audio/r/u/run.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
scan,v.,"Xem lướt, xem qua",/skæn/,"To look at every part of something carefully, especially because you are looking for a particular thing or person",He scanned through the newspaper over breakfast.,Anh ấy đã xem qua tờ báo trong lúc ăn sáng.,https://audio.tflat.vn/data/images_example/300x225/h/e/he_scanned_ex1_56248d157f8b9a040dc65f84.png,https://audio.tflat.vn/audio/s/c/scan.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
subtract,v.,"Trừ đi, khấu trừ; loại ra, lấy ra khỏi",/səb'trækt/,To take a number or an amount away from another number or amount,6 subtracted from 9 is 3.,9 trừ 6 được 3.,https://audio.tflat.vn/data/cache/images/300x225/s/u/subtract1.png,https://audio.tflat.vn/audio/s/u/subtract.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
tedious,adj.,"Chán ngắt, tẻ nhạt, nhạt nhẽo, buồn tẻ",/'ti:djəs/,Lasting or taking too long and not interesting,Counting merchandise all weekend is the most tedious job I can imagine.,Kiểm đếm hàng suốt kỳ nghỉ cuối tuần là một công việc tẻ nhạt nhất tôi có thể hình dung.,https://audio.tflat.vn/data/cache/images/300x225/t/e/tedious1.png,https://audio.tflat.vn/audio/t/e/tedious.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
verify,v.,"Kiểm tra lại, thẩm tra, xác minh",/'verifai/,To check that something is true or accurate,We have no way of verifying his story.,Chúng tôi không có cách nào để xác minh câu chuyện của anh ấy.,https://audio.tflat.vn/data/cache/images/300x225/v/e/verify1.png,https://audio.tflat.vn/audio/v/e/verify.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory
disk,n.,"Đĩa (vi tính, thể thao, đĩa hát...)",/disk/,A device for storing information on a computer,Rewritable compact disks are more expensive than read-only CDs.,Đĩa quang có khả năng ghi thì đắt hơn nhiều đĩa CD chỉ đọc.,https://audio.tflat.vn/data/cache/images/300x225/d/i/disk1.png,https://audio.tflat.vn/audio/d/i/disk.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
facilitate,v.,"Làm cho dễ dàng, làm cho thuận tiện",/fə'siliteit/,To make an action possible or easier,The computer program facilitated the scheduling of appointments.,Chương trình máy tính làm cho việc lập lịch các buổi hẹn được thuận tiện.,https://audio.tflat.vn/data/cache/images/300x225/f/a/facilitate1.png,https://audio.tflat.vn/audio/f/a/facilitate.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
network,v.,"Kết nối, liên kết",/'netwə:k/,A number of computers and other devices that are connected together,More and more PCs are networked together.,Ngày càng nhiều máy tính được kết nối với nhau.,https://audio.tflat.vn/data/cache/images/300x225/n/e/network1.jpg,https://audio.tflat.vn/audio/n/e/network.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
